MCPV_ID	MCPV_KODAS	MCPV_PAV	pirk_obj_objt_id	kategorija	MCPV_VERSIJA
16963	76471000-5	Gręžinių įtrūkimo tikrinimo paslaugos.	2	27	2
16964	76472000-2	Gręžinių vietų inspektavimo arba tikrinimo paslaugos.	2	27	2
16965	76473000-9	Gręžinių įrangos tikrinimo paslaugos.	2	27	2
16966	76480000-1	Paslaugos, susijusios su gręžinių vamzdžiais.	2	27	2
16967	76490000-4	Gręžinių užbaigimo paslaugos.	2	27	2
16968	76491000-1	Gręžinių užkimšimo paslaugos.	2	27	2
16969	76492000-8	Gręžinių vietos nustatymo paslaugos.	2	27	2
16970	76500000-8	Paslaugos krante ir jūroje.	2	27	2
16971	76510000-1	Paslaugos krante.	2	27	2
16972	76520000-4	Paslaugos jūroje.	2	27	2
16973	76521000-1	Montavimo jūroje paslaugos.	2	27	2
16974	76522000-8	Aprūpinimo laivų paslaugos jūroje.	2	27	2
16975	76530000-7	Paslaugos, susijusios su išgrąžomis.	2	27	2
16976	76531000-4	Išgrąžų karotažo paslaugos.	2	27	2
16977	76532000-1	Išgrąžų siurbimo paslaugos.	2	27	2
16978	76533000-8	Išgrąžų registravimo paslaugos.	2	27	2
16979	76534000-5	Išgrąžų praplėtimo paslaugos.	2	27	2
16980	76535000-2	Išgrąžų angos atvėrimo paslaugos.	2	27	2
16981	76536000-9	Išgrąžų vibracijos kontrolės paslaugos.	2	27	2
16982	76537000-6	Su išgrąžų įrankiais susijusios paslaugos.	2	27	2
16983	76537100-7	Su naftos telkinių išgrąžų įrankiais susijusios paslaugos.	2	27	2
16984	76600000-9	Vamzdynų inspektavimo paslaugos.	2	27	2
16985	77000000-0	Žemės ūkio, miškininkystės, sodininkystės, akvakultūros ir bitininkystės paslaugos.	2	27	2
16986	77100000-1	Žemės ūkio paslaugos.	2	27	2
16987	77110000-4	Paslaugos, susijusios su žemės ūkio gamyba.	2	27	2
16988	77111000-1	Žemės ūkio mašinų su operatoriais nuoma.	2	27	2
16989	77112000-8	Vėjapjovių ar šienapjovių arba žemės ūkio įrenginių su operatoriais nuoma.	2	27	2
16990	77120000-7	Kompostavimo paslaugos.	2	27	2
16991	77200000-2	Miškininkystės paslaugos.	2	27	2
16992	77210000-5	Medienos ruošos paslaugos.	2	27	2
16993	77211000-2	Paslaugos, susijusios su medienos ruoša.	2	27	2
16994	77211100-3	Statybinės miško medžiagos kirtimo paslaugos.	2	27	2
16995	77211200-4	Rastų vežimo mišku paslaugos.	2	27	2
16996	77211300-5	Medžių retinimo paslaugos.	2	27	2
16997	77211400-6	Medžių kirtimo paslaugos.	2	27	2
16998	77211500-7	Medžių priežiūros paslaugos.	2	27	2
16999	77211600-8	Medžių sodinimo paslaugos.	2	27	2
17000	77220000-8	Medienos impregnavimo paslaugos.	2	27	2
17001	77230000-1	Paslaugos, susijusios su miškininkyste.	2	27	2
17002	77231000-8	Miškininkystės vadybos paslaugos.	2	27	2
17003	77231100-9	Miškų išteklių valdymo paslaugos.	2	27	2
17004	77231200-0	Miškų kenkėjų kontrolės paslaugos.	2	27	2
17005	77231300-1	Miškų administravimo paslaugos.	2	27	2
17006	77231400-2	Miškų inventorizavimo paslaugos.	2	27	2
17007	77231500-3	Miškų stebėjimo arba vertinimo paslaugos.	2	27	2
17008	77231600-4	Miškų želdinimo paslaugos.	2	27	2
17009	77231700-5	Miškų plėtros paslaugos.	2	27	2
17010	77231800-6	Miško medelynų valdymo paslaugos.	2	27	2
17011	77231900-7	Miškų sektoriaus planavimo paslaugos.	2	27	2
17012	77300000-3	Sodininkystės paslaugos.	2	27	2
17013	77310000-6	Žaliųjų zonų sodinimo ir priežiūros paslaugos.	2	27	2
17014	77311000-3	Dekoratyvinių ir poilsio sodų priežiūros paslaugos.	2	27	2
17015	77312000-0	Piktžolių retinimo paslaugos.	2	27	2
17016	77312100-1	Piktžolių naikinimo paslaugos.	2	27	2
17017	77313000-7	Parkų priežiūros paslaugos.	2	27	2
17018	77314000-4	Aikštelių priežiūros paslaugos.	2	27	2
17019	77314100-5	Pievų želdinimo paslaugos.	2	27	2
17020	77315000-1	Sodinimo paslaugos.	2	27	2
17021	77320000-9	Sporto aikščių priežiūros paslaugos.	2	27	2
17022	77330000-2	Augalų parodų paslaugos.	2	27	2
17023	77340000-5	Medžių genėjimas ir gyvatvorių karpymas.	2	27	2
17024	77341000-2	Medžių genėjimas.	2	27	2
17025	77342000-9	Gyvatvorių karpymas.	2	27	2
17026	77400000-4	Zoologinės paslaugos.	2	27	2
17027	77500000-5	Gyvulininkystės paslaugos.	2	27	2
17028	77510000-8	Medžiojamųjų gyvūnų veisimo paslaugos.	2	27	2
17029	77600000-6	Medžioklės paslaugos.	2	27	2
17030	77610000-9	Gaudymo spąstais paslaugos.	2	27	2
17031	77700000-7	Paslaugos, susijusios su žvejyba.	2	27	2
17032	77800000-8	Akvakultūros paslaugos.	2	27	2
17033	77810000-1	Marikultūros paslaugos.	2	27	2
17034	77820000-4	Austrių auginimo paslaugos.	2	27	2
17035	77830000-7	Kiautuotųjų vėžiagyvių auginimo paslaugos.	2	27	2
17036	77840000-0	Krevečių auginimo paslaugos.	2	27	2
17037	77850000-3	Žuvų auginimo paslaugos.	2	27	2
17038	77900000-9	Bitininkystės paslaugos.	2	27	2
17039	79000000-4	Verslo paslaugos: teisinės, rinkodaros, konsultavimo, įdarbinimo, spausdinimo ir apsaugos.	2	27	2
17040	79100000-5	Teisinės paslaugos.	2	21	2
17041	79110000-8	Teisinio konsultavimo ir atstovavimo paslaugos.	2	21	2
17042	79111000-5	Teisinio konsultavimo paslaugos.	2	21	2
17043	79112000-2	Teisinio atstovavimo paslaugos.	2	21	2
17044	79112100-3	Suinteresuotųjų šalių atstovavimo paslaugos.	2	21	2
17045	79120000-1	Patentų ir autorių teisių konsultacinės paslaugos.	2	21	2
17046	79121000-8	Autorių teisių konsultacinės paslaugos.	2	21	2
17047	79121100-9	Programinės įrangos autorių teisių konsultacinės paslaugos.	2	21	2
17048	79130000-4	Teisinės dokumentavimo ir sertifikavimo paslaugos.	2	21	2
17049	79131000-1	Dokumentavimo paslaugos.	2	21	2
17050	79132000-8	Sertifikavimo paslaugos.	2	21	2
17051	79132100-9	Elektroninio parašo sertifikavimo paslaugos.	2	21	2
17052	79140000-7	Teisinės konsultavimo ir informacijos paslaugos.	2	21	2
17053	79200000-6	Apskaitos, audito ir fiskalinės paslaugos.	2	27	2
17054	79210000-9	Apskaitos ir audito paslaugos.	2	9	2
17055	79211000-6	Apskaitos paslaugos.	2	9	2
17056	79211100-7	Buhalterijos paslaugos.	2	9	2
17057	79211110-0	Atlyginimų administravimo paslaugos.	2	9	2
17058	79211120-3	Pardavimų ir pirkimų registravimo paslaugos.	2	9	2
17059	79211200-8	Finansinės atskaitomybės rengimo paslaugos.	2	9	2
17060	79212000-3	Audito paslaugos.	2	9	2
17061	79212100-4	Finansinio audito paslaugos.	2	9	2
17062	79212110-7	Įmonių valdymo įvertinimo paslaugos.	2	9	2
17063	79212200-5	Vidaus audito paslaugos.	2	9	2
17064	79212300-6	Įstatymais nustatyto audito paslaugos.	2	9	2
17065	79212400-7	Sukčiavimų audito paslaugos.	2	9	2
17066	79212500-8	Apskaitos tikrinimo paslaugos.	2	9	2
17067	79220000-2	Fiskalinės paslaugos.	2	9	2
17068	79221000-9	Mokesčių konsultacinės paslaugos.	2	9	2
17069	79222000-6	Mokesčių deklaracijų pildymo paslaugos.	2	9	2
17070	79223000-3	Muitinės tarpininkų paslaugos.	2	9	2
17071	79300000-7	Rinkos ir ekonominiai tyrimai; apklausos ir statistika.	2	10	2
17072	79310000-0	Rinkos tyrimų paslaugos.	2	10	2
17073	79311000-7	Apklausų paslaugos.	2	10	2
17074	79311100-8	Apklausų projektavimo paslaugos.	2	10	2
17075	79311200-9	Tyrimų paslaugos.	2	10	2
17076	79311210-2	Apklausų telefonu paslaugos.	2	10	2
17077	79311300-0	Apklausų analizavimo paslaugos.	2	10	2
17078	79311400-1	Ekonominių tyrimų paslaugos.	2	10	2
17079	79311410-4	Ekonominio poveikio vertinimas.	2	10	2
17080	79312000-4	Rinkai tirti skirtos paslaugos.	2	10	2
17081	79313000-1	Veiklos rezultatų tikrinimo paslaugos.	2	10	2
17082	79314000-8	Galimybių tyrimas.	2	10	2
17083	79315000-5	Socialinių tyrimų paslaugos.	2	10	2
17084	79320000-3	Viešosios nuomonės tyrimų paslaugos.	2	10	2
17085	79330000-6	Statistinės paslaugos.	2	10	2
17086	79340000-9	Reklamos ir rinkodaros paslaugos.	2	13	2
17087	79341000-6	Reklamos paslaugos.	2	13	2
17088	79341100-7	Reklamos konsultacinės paslaugos.	2	13	2
17089	79341200-8	Reklamos vadybos paslaugos.	2	13	2
17090	79341400-0	Reklamos kampanijų paslaugos.	2	13	2
17091	79341500-1	Radijo reklamos paslaugos.	2	13	2
17092	79342000-3	Rinkodaros paslaugos.	2	11	2
17093	79342100-4	Tiesioginės rinkodaros paslaugos.	2	11	2
17094	79342200-5	Skatinimo paslaugos.	2	13	2
17095	79342300-6	Su klientais susijusios paslaugos.	2	11	2
17096	79342310-9	Klientų tyrimų paslaugos.	2	10	2
17097	79342311-6	Klientų patenkinimo tyrimai.	2	10	2
17098	79342320-2	Klientų aptarnavimo paslaugos.	2	11	2
17099	79342321-9	Klientų lojalumo programa.	2	11	2
17100	79342400-7	Aukcionų paslaugos.	2	27	2
17101	79342410-4	Elektroninių aukcionų paslaugos.	2	7	2
17102	79400000-8	Verslo ir valdymo konsultacinės bei susijusios paslaugos.	2	11	2
17103	79410000-1	Verslo ir valdymo konsultacinės paslaugos.	2	11	2
17104	79411000-8	Bendrojo valdymo konsultacinės paslaugos.	2	11	2
17105	79411100-9	Verslo plėtros konsultacinės paslaugos.	2	11	2
17106	79412000-5	Finansų valdymo konsultacinės paslaugos.	2	11	2
17107	79413000-2	Rinkodaros valdymo konsultacinės paslaugos.	2	11	2
17108	79414000-9	Žmogiškųjų išteklių valdymo konsultacinės paslaugos.	2	11	2
17109	79415000-6	Gamybos valdymo konsultacinės paslaugos.	2	11	2
17110	79415200-8	Projektavimo konsultacinės paslaugos.	2	11	2
17111	79416000-3	Viešųjų ryšių paslaugos.	2	11	2
17112	79416100-4	Viešųjų ryšių valdymo paslaugos.	2	11	2
17113	79416200-5	Viešųjų ryšių konsultacinės paslaugos.	2	11	2
17114	79417000-0	Saugos konsultacinės paslaugos.	2	11	2
17115	79418000-7	Viešųjų pirkimų konsultacinės paslaugos.	2	11	2
17116	79419000-4	Vertinimo konsultacinės paslaugos.	2	11	2
17117	79420000-4	Su valdymu susijusios paslaugos.	2	11	2
17118	79421000-1	Projektų vadybos, išskyrus statybos darbus, paslaugos.	2	11	2
17119	79421100-2	Projektų priežiūros, išskyrus statybos darbus, paslaugos.	2	11	2
17120	79421200-3	Projektų rengimo, išskyrus statybos darbus, paslaugos.	2	11	2
17121	79422000-8	Arbitražo ir taikinimo paslaugos.	2	27	2
17122	79430000-7	Krizių valdymo paslaugos.	2	27	2
17123	79500000-9	Pagalbinės biuro paslaugos.	2	27	2
17124	79510000-2	Atsakymo į telefonų skambučius paslaugos.	2	27	2
17125	79511000-9	Telefono operatorių paslaugos.	2	27	2
17126	79512000-6	Informacinių paslaugų centrai.	2	27	2
17127	79520000-5	Reprografijos paslaugos.	2	27	2
17128	79521000-2	Fotokopijavimo paslaugos.	2	27	2
17129	79530000-8	Vertimo raštu paslaugos.	2	27	2
17130	79540000-1	Vertimo žodžiu paslaugos.	2	27	2
17131	79550000-4	Teksto rinkimo, apdorojimo ir stalinės leidybos paslaugos.	2	27	2
17132	79551000-1	Teksto rinkimo paslaugos.	2	27	2
17133	79552000-8	Tekstų apdorojimo paslaugos.	2	27	2
17134	79553000-5	Stalinės leidybos paslaugos.	2	27	2
17135	79560000-7	Bylų tvarkymo paslaugos.	2	27	2
17136	79570000-0	Adresatų sąrašų sudarymo paslaugos ir išsiuntimo paštu paslaugos.	2	27	2
17137	79571000-7	Išsiuntimo paštu paslaugos.	2	27	2
17138	79600000-0	Darbo jėgos atrankos paslaugos.	2	22	2
17139	79610000-3	Personalo įdarbinimo paslaugos.	2	22	2
17140	79611000-0	Darbo paieškos paslaugos.	2	25	2
17141	79612000-7	Biuro pagalbinio personalo įdarbinimo paslaugos.	2	22	2
17142	79613000-4	Darbuotojų perkėlimo paslaugos.	2	22	2
17143	79620000-6	Aprūpinimo personalu, įskaitant laikinus darbuotojus, paslaugos.	2	22	2
17144	79621000-3	Biuro personalo parūpinimo paslaugos.	2	22	2
17145	79622000-0	Namų ūkio pagalbinių darbininkų parūpinimo paslaugos.	2	22	2
17146	79623000-7	Prekybos ar pramonės darbuotojų parūpinimo paslaugos.	2	22	2
17147	79624000-4	Slaugos personalo parūpinimo paslaugos.	2	22	2
17148	79625000-1	Medicinos personalo parūpinimo paslaugos.	2	22	2
17149	79630000-9	Personalo paslaugos, išskyrus personalo įdarbinimo ir parūpinimo paslaugas.	2	22	2
17150	79631000-6	Personalo ir atlyginimų paslaugos.	2	22	2
17151	79632000-3	Personalo mokymo paslaugos.	2	27	2
17152	79633000-0	Darbuotojų tobulinimo paslaugos.	2	27	2
17153	79634000-7	Profesinio orientavimo paslaugos.	2	22	2
17154	79635000-4	Su įdarbinimu susijusios įvertinimo centrų paslaugos.	2	22	2
17155	79700000-1	Tyrimo ir apsaugos paslaugos.	2	23	2
17156	79710000-4	Apsaugos paslaugos.	2	23	2
17157	79711000-1	Signalizacijos sistemų stebėsenos paslaugos.	2	23	2
17158	79713000-5	Apsaugos paslaugos.	2	23	2
17159	79714000-2	Stebėjimo paslaugos.	2	23	2
17160	79714100-3	Suradimo sistemų paslaugos.	2	23	2
17161	79714110-6	Pasislėpusių asmenų radimo paslaugos.	2	23	2
17162	79715000-9	Patrulių paslaugos.	2	23	2
17163	79716000-6	Tapatybės kortelių išleidimo paslaugos.	2	23	2
17164	79720000-7	Tyrimo paslaugos.	2	23	2
17165	79721000-4	Detektyvų agentūrų paslaugos.	2	23	2
17166	79722000-1	Grafologijos paslaugos.	2	23	2
17167	79723000-8	Atliekų analizės paslaugos.	2	23	2
17168	79800000-2	Spausdinimo ir susijusios paslaugos.	2	15	2
17169	79810000-5	Spausdinimo paslaugos.	2	15	2
17170	79811000-2	Skaitmeninio spausdinimo paslaugos.	2	27	2
17171	79812000-9	Banknotų spausdinimo paslaugos.	2	27	2
17172	79820000-8	Paslaugos, susijusios su spausdinimu.	2	27	2
17173	79821000-5	Spaudinių įrišimo paslaugos.	2	27	2
17174	79821100-6	Korektūros paslaugos.	2	27	2
17175	79822000-2	Komponavimo paslaugos.	2	27	2
17176	79822100-3	Spausdinimo formų gaminimo paslaugos.	2	27	2
17177	79822200-4	Fotograviravimo paslaugos.	2	27	2
17178	79822300-5	Poligrafinės rinkimo paslaugos.	2	27	2
17179	79822400-6	Litografijos paslaugos.	2	27	2
17180	79822500-7	Grafinio dizaino paslaugos.	2	27	2
17181	79823000-9	Spausdinimo ir pristatymo paslaugos.	2	27	2
17182	79824000-6	Spausdinimo ir platinimo paslaugos.	2	27	2
17183	79900000-3	Įvairios verslo ir su verslu susijusios paslaugos.	2	27	2
17184	79910000-6	Valdymo holdingų paslaugos.	2	11	2
17185	79920000-9	Pakavimo ir susijusios paslaugos.	2	27	2
17186	79921000-6	Pakavimo paslaugos.	2	27	2
17187	79930000-2	Specialiosios projektavimo paslaugos.	2	27	2
17188	79931000-9	Interjero dekoravimo paslaugos.	2	27	2
17189	79932000-6	Interjero projektavimo paslaugos.	2	27	2
17190	79933000-3	Pagalbinės projektavimo paslaugos.	2	27	2
17191	79934000-0	Baldų projektavimo paslaugos.	2	27	2
17192	79940000-5	Inkasavimo paslaugos.	2	27	2
17193	79941000-2	Rinkliavų surinkimo paslaugos.	2	27	2
17194	79950000-8	Parodų, mugių ir kongresų organizavimo paslaugos.	2	27	2
17195	79951000-5	Seminarų organizavimo paslaugos.	2	27	2
17196	79952000-2	Su renginiais susijusios paslaugos.	2	27	2
17197	79952100-3	Kultūrinių renginių organizavimo paslaugos.	2	27	2
17198	79953000-9	Festivalių organizavimo paslaugos.	2	27	2
17199	79954000-6	Pobūvių organizavimo paslaugos.	2	27	2
17200	79955000-3	Madų šou organizavimo paslaugos.	2	27	2
17201	79956000-0	Mugių ir parodų organizavimo paslaugos.	2	27	2
17202	79957000-7	Aukcionų organizavimo paslaugos.	2	27	2
17203	79960000-1	Fotografijos ir pagalbinės paslaugos.	2	27	2
17204	79961000-8	Fotografijos paslaugos.	2	27	2
17205	79961100-9	Reklaminės fotografijos paslaugos.	2	27	2
17206	79961200-0	Aviacinės fotografijos paslaugos.	2	27	2
17207	79961300-1	Specializuotos fotografijos paslaugos.	2	27	2
17208	79961310-4	Išgrąžų fotografavimo paslaugos.	2	27	2
17209	79961320-7	Povandeninio fotografavimo paslaugos.	2	27	2
17210	79961330-0	Mikrofilmavimo paslaugos.	2	27	2
17211	79961340-3	Rentgenografijos paslaugos.	2	27	2
17212	79961350-6	Foto salonų paslaugos.	2	27	2
17213	79962000-5	Fotonuotraukų apdorojimo paslaugos.	2	27	2
17214	79963000-2	Fotonuotraukų restauravimo, kopijavimo ir retušavimo paslaugos.	2	27	2
17215	79970000-4	Leidybos paslaugos.	2	15	2
17216	79971000-1	Knygų rišimo ir apdailos paslaugos.	2	15	2
17217	79971100-2	Knygų apdailos paslaugos.	2	15	2
17218	79971200-3	Knygų rišimo paslaugos.	2	15	2
17219	79972000-8	Kalbų žodynų leidybos paslaugos.	2	15	2
17220	79972100-9	Regioninių kalbų žodynų leidybos paslaugos.	2	15	2
17221	79980000-7	Prenumeratos paslaugos.	2	15	2
17222	79990000-0	Įvairios su verslu susijusios paslaugos.	2	27	2
17223	79991000-7	Atsargų kontrolės paslaugos.	2	11	2
17224	79992000-4	Priėmimo paslaugos.	2	27	2
17225	79993000-1	Pastatų ir įrangos valdymo paslaugos.	2	27	2
17226	79993100-2	Įrangos valdymo paslaugos.	2	27	2
17227	79994000-8	Sutarčių administravimo paslaugos.	2	12	2
17228	79995000-5	Bibliotekų valdymo paslaugos.	2	26	2
17229	79995100-6	Archyvavimo paslaugos.	2	26	2
17230	79995200-7	Katalogavimo paslaugos.	2	26	2
17231	79996000-2	Verslo organizavimo paslaugos.	2	27	2
17232	79996100-3	Įrašų tvarkymas.	2	27	2
17233	79997000-9	Verslo kelionių paslaugos.	2	27	2
17234	79998000-6	Įgūdžių lavinimo paslaugos.	2	27	2
17235	79999000-3	Skenavimo ir sąskaitų faktūrų išrašymo paslaugos.	2	27	2
17236	79999100-4	Skenavimo paslaugos.	2	27	2
17237	79999200-5	Sąskaitų faktūrų išrašymo paslaugos.	2	27	2
17238	80000000-4	Švietimo ir mokymo paslaugos.	2	24	2
17239	80100000-5	Pradinio mokymo paslaugos.	2	24	2
17240	80110000-8	Ikimokyklinio ugdymo paslaugos.	2	24	2
17241	80200000-6	Vidurinio mokymo paslaugos.	2	24	2
17242	80210000-9	Techninio ir profesinio vidurinio mokymo paslaugos.	2	24	2
17243	80211000-6	Techninio vidurinio mokymo paslaugos.	2	24	2
17244	80212000-3	Profesinio vidurinio mokymo paslaugos.	2	24	2
17245	80300000-7	Aukštojo mokslo paslaugos.	2	24	2
17246	80310000-0	Jaunimo mokymo paslaugos.	2	24	2
17247	80320000-3	Medicininio mokymo paslaugos.	2	24	2
17248	80330000-6	Saugos mokymo paslaugos.	2	24	2
17249	80340000-9	Specialiojo mokymo paslaugos.	2	24	2
17250	80400000-8	Suaugusiųjų ir kito mokymo paslaugos.	2	24	2
17251	80410000-1	Įvairių mokyklų paslaugos.	2	24	2
17252	80411000-8	Vairavimo mokyklų paslaugos.	2	24	2
17253	80411100-9	Vairavimo egzaminų paslaugos.	2	24	2
17254	80411200-0	Vairavimo pamokos.	2	24	2
17255	80412000-5	Skraidymo mokyklų paslaugos.	2	24	2
17256	80413000-2	Buriavimo mokyklų paslaugos.	2	24	2
17257	80414000-9	Narų mokyklų paslaugos.	2	24	2
17258	80415000-6	Slidinėjimo mokymo paslaugos.	2	24	2
17259	80420000-4	E.mokymosi paslaugos.	2	24	2
17260	80430000-7	Universitetinio suaugusiųjų švietimo paslaugos.	2	24	2
17261	80490000-5	Mokymo centrų valdymas.	2	24	2
17262	80500000-9	Apmokymo paslaugos.	2	24	2
17263	80510000-2	Specialistų mokymo paslaugos.	2	24	2
17264	80511000-9	Darbuotojų mokymo paslaugos.	2	24	2
17265	80512000-6	Šunų treniravimo paslaugos.	2	24	2
17266	80513000-3	Jojimo mokyklų paslaugos.	2	24	2
17267	80520000-5	Mokomosios priemonės.	2	24	2
17268	80521000-2	Mokomųjų programų paslaugos.	2	24	2
17269	80522000-9	Mokomieji seminarai.	2	24	2
17270	80530000-8	Profesinio mokymo paslaugos.	2	24	2
17271	80531000-5	Pramoninio ir techninio mokymo paslaugos.	2	24	2
17272	80531100-6	Pramoninio mokymo paslaugos.	2	24	2
17273	80531200-7	Techninio mokymo paslaugos.	2	24	2
17274	80532000-2	Vadovų mokymo paslaugos.	2	24	2
17275	80533000-9	Kompiuterių vartotojų supažindinimo ir mokymo paslaugos.	2	27	2
17276	80533100-0	Mokymo dirbti kompiuteriu paslaugos.	2	27	2
17277	80533200-1	Kompiuterių kursai.	2	27	2
17278	80540000-1	Aplinkosaugos mokymo paslaugos.	2	24	2
17279	80550000-4	Saugos mokymo (pratybų) paslaugos.	2	24	2
17280	80560000-7	Sveikatos priežiūros ir pirmosios pagalbos mokymo paslaugos.	2	24	2
17281	80561000-4	Sveikatos priežiūros mokymo paslaugos.	2	24	2
17282	80562000-1	Pirmosios pagalbos mokymo paslaugos.	2	24	2
17283	80570000-0	Asmeninio ugdymo paslaugos.	2	24	2
17284	80580000-3	Kalbų kursai.	2	24	2
17285	80590000-6	Mokymo paslaugos.	2	24	2
17286	80600000-0	Mokymo naudotis apsaugos ir gynybos reikmenimis paslaugos.	2	24	2
17287	80610000-3	Mokymo naudotis apsaugos įranga ir imitavimo paslaugos.	2	24	2
17288	80620000-6	Mokymo naudotis šaunamaisiais ginklais ir šaudmenimis ir imitavimo paslaugos.	2	24	2
17289	80630000-9	Mokymo naudotis karinėmis transporto priemonėmis ir imitavimo paslaugos.	2	24	2
17290	80640000-2	Mokymo naudotis karo laivais ir imitavimo paslaugos.	2	24	2
17291	80650000-5	Mokymo naudotis karo orlaiviais, raketomis, erdvėlaiviais ir imitavimo paslaugos.	2	24	2
17292	80660000-8	Mokymo naudotis karinėmis elektroninėmis sistemomis ir imitavimo paslaugos.	2	24	2
17293	85000000-9	Sveikatos priežiūros ir socialinio darbo paslaugos.	2	25	2
17294	85100000-0	Sveikatos priežiūros paslaugos.	2	25	2
17295	85110000-3	Ligoninių ir kitos susijusios paslaugos.	2	25	2
17296	85111000-0	Ligoninių paslaugos.	2	25	2
17297	85111100-1	Chirurginės ligoninių paslaugos.	2	25	2
17298	85111200-2	Medicininės ligoninių paslaugos.	2	25	2
17299	85111300-3	Ginekologinės ligoninių paslaugos.	2	25	2
17300	85111310-6	In vitro apvaisinimo paslaugos.	2	25	2
17301	85111320-9	Akušerinės ligoninių paslaugos.	2	25	2
17302	85111400-4	Reabilitacinės ligoninių paslaugos.	2	25	2
17303	85111500-5	Psichiatrinės ligoninių paslaugos.	2	25	2
17304	85111600-6	Ortopedijos priemonių gamybos ir pritaikymo paslaugos.	2	25	2
17305	85111700-7	Deguonies terapijos paslaugos.	2	25	2
17306	85111800-8	Patologijų gydymo paslaugos.	2	25	2
17307	85111810-1	Kraujo tyrimų paslaugos.	2	25	2
17308	85111820-4	Bakteriologinių tyrimų paslaugos.	2	25	2
17309	85111900-9	Ligoninių dializės paslaugos.	2	25	2
17310	85112000-7	Ligoninėms teikiamos pagalbinės paslaugos.	2	25	2
17311	85112100-8	Ligoninėms teikiamos skalbyklos paslaugos.	2	25	2
17312	85112200-9	Ambulatorinių ligonių priežiūros paslaugos.	2	25	2
17313	85120000-6	Medicinos praktika ir kitos susijusios paslaugos.	2	25	2
17314	85121000-3	Medicinos praktikos paslaugos.	2	25	2
17315	85121100-4	Bendrosios praktikos gydytojų paslaugos.	2	25	2
17316	85121200-5	Gydytojų specialistų paslaugos.	2	25	2
17317	85121210-8	Ginekologinės arba akušerijos paslaugos.	2	25	2
17318	85121220-1	Nefrologijos arba nervų sistemos specialistų paslaugos.	2	25	2
17319	85121230-4	Kardiologijos arba pulmonologijos paslaugos.	2	25	2
17320	85121231-1	Kardiologijos paslaugos.	2	25	2
17321	85121232-8	Pulmonologijos paslaugos.	2	25	2
17322	85121240-7	Otolaringologų arba audiologų paslaugos.	2	25	2
17323	85121250-0	Gastroenterologų ir geriatrinės paslaugos.	2	25	2
17324	85121251-7	Gastroenterologų paslaugos.	2	25	2
17325	85121252-4	Geriatrinės paslaugos.	2	25	2
17326	85121270-6	Psichiatrų arba psichologų paslaugos.	2	25	2
17327	85121271-3	Žmonėms su psichologine negalia skirtų namų paslaugos.	2	25	2
17328	85121280-9	Oftalmologijos, dermatologijos arba ortopedijos paslaugos.	2	25	2
17329	85121281-6	Oftalmologijos paslaugos.	2	25	2
17330	85121282-3	Dermatologijos paslaugos.	2	25	2
17331	85121283-0	Ortopedijos paslaugos.	2	25	2
17332	85121290-2	Pediatrijos arba urologijos paslaugos.	2	25	2
17333	85121291-9	Pediatrijos paslaugos.	2	25	2
17334	85121292-6	Urologijos paslaugos.	2	25	2
17335	85121300-6	Chirurgų specialistų paslaugos.	2	25	2
17336	85130000-9	Stomatologijos praktika ir kitos susijusios paslaugos.	2	25	2
17337	85131000-6	Stomatologijos praktikos paslaugos.	2	25	2
17338	85131100-7	Ortodontinės paslaugos.	2	25	2
17339	85131110-0	Chirurginės ortodontinės paslaugos.	2	25	2
17340	85140000-2	Įvairios sveikatos priežiūros paslaugos.	2	25	2
17341	85141000-9	Medicinos personalo teikiamos paslaugos.	2	25	2
17342	85141100-0	Akušerių teikiamos paslaugos.	2	25	2
17343	85141200-1	Slaugytojų teikiamos paslaugos.	2	25	2
17344	85141210-4	Medicininio gydymo namuose paslaugos.	2	25	2
17345	85141211-1	Dializės procedūros atlikimo namuose paslaugos.	2	25	2
17346	85141220-7	Slaugytojų teikiamos konsultacijų paslaugos.	2	25	2
17347	85142000-6	Paramedicinos paslaugos.	2	25	2
17348	85142100-7	Fizioterapijos paslaugos.	2	25	2
17349	85142200-8	Homeopatijos paslaugos.	2	25	2
17350	85142300-9	Higienos paslaugos.	2	25	2
17351	85142400-0	Nelaikymo slaugos produktų pristatymo į namus paslaugos.	2	25	2
17352	85143000-3	Greitosios pagalbos paslaugos.	2	25	2
17353	85144000-0	Stacionarinių gydymo klinikų paslaugos.	2	25	2
17354	85144100-1	Stacionarinės slaugos paslaugos.	2	25	2
17355	85145000-7	Medicinos laboratorijų teikiamos paslaugos.	2	25	2
17356	85146000-4	Kraujo bankų teikiamos paslaugos.	2	25	2
17357	85146100-5	Spermos bankų teikiamos paslaugos.	2	25	2
17358	85146200-6	Transplantuojamų organų bankų teikiamos paslaugos.	2	25	2
17359	85147000-1	Bendrovių sveikatos priežiūros paslaugos.	2	25	2
17360	85148000-8	Medicininės analizės paslaugos.	2	25	2
17361	85149000-5	Farmacijos paslaugos.	2	25	2
17362	85150000-5	Medicininės organų atvaizdavimo paslaugos.	2	25	2
17363	85160000-8	Optikos paslaugos.	2	25	2
17364	85170000-1	Akupunktūros ir chiropraktikos paslaugos.	2	25	2
17365	85171000-8	Akupunktūros paslaugos.	2	25	2
17366	85172000-5	Chiropraktikos paslaugos.	2	25	2
17367	85200000-1	Veterinarijos paslaugos.	2	25	2
17368	85210000-3	Naminių gyvūnų jauniklių augyklos.	2	25	2
